Symbol,Sector
FNCB,Finance
FNCH,Health Care
FND,Consumer Discretionary
FNF,Finance
FNGR,Consumer Discretionary
FNHC,Finance
FNKO,Consumer Discretionary
FNLC,Finance
FNV,
FNVT,
FNVTU,
FNVTW,
FNWB,Finance
FNWD,Finance
FOA,Finance
FOCS,Finance
FOF,Finance
FOLD,Health Care
FONR,Health Care
FOR,Finance
FORA,Technology
FORD,
FORG,Technology
FORM,Technology
FORR,Consumer Discretionary
FORTY,Technology
FOSL,Consumer Discretionary
FOSLL,
FOUN,
FOUNU,
FOUNW,
FOUR,Technology
FOX,Industrials
FOXA,Industrials
FOXF,Consumer Discretionary
FOXW,Industrials
FOXWU,Industrials
FOXWW,Industrials
FPAC,Finance
FPAY,Consumer Discretionary
FPF,Finance
FPH,Real Estate
FPI,Real Estate
FPL,Finance
FR,Real Estate
FRA,Finance
FRAF,Finance
FRBA,Finance
FRBK,Finance
FRBN,
FRBNU,
FRBNW,
FRC,Finance
FRC^H,
FRC^I,
FRC^J,
FRC^K,
FRC^L,
FRC^M,
FRC^N,
FRD,Industrials
FREE,Miscellaneous
FREEW,Miscellaneous
FREQ,Health Care
FREY,
FRG,Miscellaneous
FRGAP,Miscellaneous
FRGE,Technology
FRGI,Consumer Discretionary
FRGT,Technology
FRHC,Finance
FRLA,Industrials
FRLAW,Industrials
FRLN,Health Care
FRME,Finance
FRMEP,Finance
FRO,Consumer Discretionary
FROG,Technology
FRON,Finance
FRONU,Finance
FRPH,Finance
FRPT,
FRSG,Industrials
FRSGW,Industrials
FRSH,Technology
FRST,Finance
FRSX,Technology
FRT,Real Estate
FRT^C,
FRW,Industrials
FRWAW,Industrials
FRXB,Industrials
FSBC,Finance
FSBW,Finance
FSD,Finance
FSEA,Finance
FSFG,Finance
FSI,Consumer Discretionary
FSK,Finance
FSLR,Technology
FSLY,Technology
FSM,
FSNB,Industrials
FSP,Real Estate
FSR,
FSRD,Technology
FSRDW,Technology
FSRX,Industrials
FSRXU,Industrials
FSS,Technology
FSSI,Industrials
FSSIU,Industrials
FSSIW,Industrials
FST,Industrials
FSTR,Industrials
FSTX,Health Care
FSV,
FT,Finance
FTAA,Finance
FTAAW,Finance
FTAI,Consumer Discretionary
FTAIN,Consumer Discretionary
FTAIO,Consumer Discretionary
FTAIP,Consumer Discretionary
FTCH,Consumer Discretionary
FTCI,Technology
FTCV,Industrials
FTCVU,Industrials
FTCVW,Industrials
FTDR,Consumer Discretionary
FTEK,Industrials
FTEV,
FTF,Finance
FTFT,Technology
FTHM,Finance
FTHY,Finance
FTI,Industrials
FTII,Industrials
FTIIW,Industrials
FTK,Energy
FTNT,Technology
FTPA,Industrials
FTRP,
FTS,Utilities
FTV,Industrials
FTVI,Industrials
FUBO,Industrials
FUL,Industrials
FULC,Health Care
FULT,Finance
FULTP,Finance
FUN,Consumer Discretionary
FUNC,Finance
FUND,Finance
FURY,
FUSB,Finance
FUSN,
FUTU,Finance
FUV,Consumer Discretionary
FVAM,Industrials
FVCB,Finance
FVIV,Industrials
FVRR,Consumer Discretionary
FVT,Industrials
FWAC,
FWBI,Health Care
FWONA,Consumer Discretionary
FWONK,Consumer Discretionary
FWP,Health Care
FWRD,Consumer Discretionary
FWRG,Consumer Discretionary
FXCO,Industrials
FXCOR,
FXCOW,Industrials
FXLV,Consumer Discretionary
FXNC,Finance
FYBR,Consumer Discretionary
FZT,Industrials
G,Consumer Discretionary
GAB,Finance
GAB^G,
GAB^H,
GAB^K,
GABC,Finance
GACQ,Industrials
GACQW,Industrials
GAIA,Consumer Discretionary
GAIN,Finance
GAINN,Finance
GAINZ,Finance
GALT,Health Care
GAM,Finance
GAM^B,
GAMB,
GAMC,Industrials
GAME,
GAN,Technology
GANX,Health Care
GAPA,Industrials
GAQ,
GASS,Consumer Discretionary
GATE,Industrials
GATEU,Industrials
GATEW,Industrials
GATO,Basic Materials
GATX,Consumer Discretionary
GAU,
GB,Technology
GBAB,Finance
GBBK,Industrials
GBBKW,Industrials
GBCI,Finance
GBDC,Finance
GBIO,Health Care
GBL,Finance
GBLI,Finance
GBNH,
GBNY,Finance
GBOX,Technology
GBR,Real Estate
GBRG,Finance
GBRGR,Finance
GBRGW,Finance
GBS,Industrials
GBT,Health Care
GBTG,Technology
GBX,Industrials
GCBC,Finance
GCI,Consumer Discretionary
GCMG,Finance
GCMGW,Finance
GCO,
GCP,Consumer Discretionary
GCTK,Health Care
GCV,Finance
GD,Industrials
GDDY,Technology
GDEN,Consumer Discretionary
GDL,Finance
GDNR,Industrials
GDNRU,Industrials
GDNRW,Industrials
GDO,Finance
GDOT,Finance
GDRX,Technology
GDS,Technology
GDST,Industrials
GDSTR,
GDSTW,Industrials
GDV,Finance
GDV^H,
GDV^K,
GDYN,Technology
GE,Consumer Discretionary
GECC,Finance
GECCM,Finance
GECCN,Finance
GECCO,
GEEX,
GEEXU,
GEF,
GEG,Health Care
GEGGL,
GEHI,Consumer Discretionary
GEL,Energy
GENC,Industrials
GENE,Health Care
GENI,
GENQ,Industrials
GENQU,Industrials
GENQW,Industrials
GEO,Real Estate
GEOS,Industrials
GER,Finance
GERN,Health Care
GES,
GET,
GEVO,Health Care
GF,Finance
GFAI,Consumer Discretionary
GFAIW,Finance
GFF,Industrials
GFGD,
GFGDR,
GFGDW,
GFI,Basic Materials
GFL,
GFLU,
GFOR,Industrials
GFS,
GFX,Industrials
GGAA,
GGAAU,
GGAAW,
GGAL,Finance
GGB,Industrials
GGE,Real Estate
GGG,Industrials
GGMC,Industrials
GGN,Finance
GGN^B,
GGR,
GGROW,
GGT,Finance
GGT^E,
GGT^G,
GGZ,Finance
GH,Health Care
GHAC,Industrials
GHACU,Industrials
GHACW,Industrials
GHC,Consumer Discretionary
GHG,Consumer Discretionary
GHIX,Industrials
GHIXU,Industrials
GHL,Finance
GHLD,Finance
GHM,Industrials
GHRS,
GHSI,Consumer Discretionary
GHY,Finance
GIA,Industrials
GIAC,
GIACW,
GIB,
GIC,Technology
GIFI,Industrials
GIGM,Technology
GIII,Consumer Discretionary
GIIX,Industrials
GIIXU,Industrials
GIIXW,Industrials
GIL,Consumer Discretionary
GILD,Health Care
GILT,Technology
GIM,Finance
GIPR,Real Estate
GIPRW,Real Estate
GIS,Consumer Staples
GIW,Industrials
GIWWU,Industrials
GJH,
GJO,
GJP,
GJR,Finance
GJS,Finance
GJT,
GKOS,Health Care
GL,Finance
GL^D,
GLAD,Finance
GLBE,Technology
GLBLU,Finance
GLBS,Consumer Discretionary
GLBZ,Finance
GLDD,Industrials
GLDG,
GLEE,Industrials
GLEEW,Industrials
GLG,Basic Materials
GLHA,Industrials
GLHAW,Industrials
GLLI,Industrials
GLLIU,Industrials
GLLIW,Industrials
GLMD,Health Care
GLNG,Energy
GLO,Finance
GLOB,Technology
GLOG^A,
GLOP,Energy
GLOP^A,
GLOP^B,
GLOP^C,
GLP,Energy
GLP^A,
GLP^B,
GLPG,Health Care
GLPI,Real Estate
GLQ,Finance
GLRE,Finance
GLS,Health Care
GLSI,Health Care
GLT,Basic Materials
GLTA,
GLTO,Health Care
GLU,Finance
GLU^A,
GLU^B,
GLUE,Health Care
GLV,Finance
GLW,Technology
GLYC,Health Care
GM,Consumer Discretionary
GMAB,Health Care
GMBL,Consumer Discretionary
GMBLP,Consumer Discretionary
GMBLW,Consumer Discretionary
GMBLZ,Consumer Discretionary
GMDA,Health Care
GME,Consumer Discretionary
GMED,Health Care
GMFIW,Industrials
GMGI,Technology
GMRE,Real Estate
GMRE^A,
GMS,
GMTX,Health Care
GMVD,
GMVDW,
GNAC,Industrials
GNACW,Industrials
GNE,Utilities
GNE^A,
GNFT,Health Care
GNK,Consumer Discretionary
GNL,Real Estate
GNL^A,
GNL^B,
GNLN,
GNPX,Health Care
GNRC,Consumer Discretionary
GNS,
GNSS,Industrials
GNT,Finance
GNT^A,
GNTA,
GNTX,Consumer Discretionary
GNTY,Finance
GNUS,Consumer Discretionary
GNW,Finance
GO,Consumer Discretionary
GOAC,Industrials
GOBI,
GOCO,Finance
GOED,Consumer Discretionary
GOEV,
GOEVW,
GOF,Finance
GOGL,Consumer Discretionary
GOGN,
GOGO,Consumer Discretionary
GOL,Consumer Discretionary
GOLD,
GOLF,Consumer Discretionary
GOOD,Real Estate
GOODN,Real Estate
GOODO,Real Estate
GOOG,Technology
GOOGL,Technology
GOOS,
GORO,Basic Materials
GOSS,Health Care
GOTU,Real Estate
GOVX,Health Care
GOVXW,Health Care
GP,Consumer Discretionary
GPAC,Finance
GPACU,Finance
GPACW,Finance
GPC,Consumer Discretionary
GPCO,
GPI,Consumer Discretionary
GPJA,
GPK,Basic Materials
GPL,
GPMT,Real Estate
GPMT^A,
GPN,Consumer Discretionary
GPOR,Energy
GPP,
GPRE,Industrials
GPRK,Energy
GPRO,Consumer Discretionary
GPS,Consumer Discretionary
GRAB,
GRABW,
GRAY,Health Care
GRBK,Consumer Discretionary
GRBK^A,
GRC,Industrials
GRCL,Health Care
GRCY,Finance
GREE,Finance
GREEL,Finance
GRF,Finance
GRFS,Health Care
GRIL,Consumer Discretionary
GRIN,Consumer Discretionary
GRMN,Industrials
GRNA,Health Care
GRNAW,Health Care
GRNQ,Consumer Discretionary
GROM,Technology
GROV,Consumer Discretionary
GROW,Finance
GROY,
GRPH,Consumer Discretionary
GRPN,Consumer Discretionary
GRRR,
GRRRW,Technology
GRTS,Health Care
GRTX,Consumer Discretionary
GRVI,Health Care
GRVY,Technology
GRWG,Consumer Discretionary
GRX,Finance
GS,Finance
GS^A,
GS^C,
GS^D,
GS^J,
GS^K,
GSAQ,Finance
GSAQU,Finance
GSAQW,Finance
GSAT,Consumer Discretionary
GSBC,Finance
GSBD,Finance
GSEV,Industrials
GSEVU,Industrials
GSEVW,Industrials
GSHD,Finance
GSIT,Technology
GSK,Health Care
GSL,Consumer Discretionary
GSL^B,
GSLD,Consumer Discretionary
GSM,Basic Materials
GSMG,Technology
GSMGW,Technology
GSQD,Finance
GSRM,Industrials
GSRMU,Industrials
GSRMW,Industrials
GSUN,
GSV,
GT,Consumer Discretionary
GTACU,
GTACW,
GTBP,Health Care
GTE,Energy
GTEC,Industrials
GTES,Industrials
GTH,Health Care
GTHX,Health Care
GTIM,Consumer Discretionary
GTLB,Technology
GTLS,Technology
GTN,Industrials
GTPA,Industrials
GTPAW,Industrials
GTPB,Industrials
GTPBW,Industrials
GTX,Consumer Discretionary
GTXAP,Consumer Discretionary
GTY,Real Estate
GUG,Finance
GURE,Industrials
GUT,Finance
GUT^C,
GVA,Industrials
GVCI,
GVP,Technology
GWH,Industrials
GWII,Industrials
GWIIW,Industrials
GWRE,Technology
GWRS,Utilities
GWW,Consumer Discretionary
GXII,Industrials
GXIIW,Industrials
GXO,
GYRO,Real Estate
H,Consumer Discretionary
HA,Consumer Discretionary
HAAC,Industrials
HAACU,Industrials
HAACW,Industrials
HAE,Health Care
HAFC,Finance
HAIA,
HAIAW,
HAIN,Industrials
HAL,Energy
HALL,Finance
HALO,Health Care
HAPP,Consumer Discretionary
HARP,Health Care
HAS,Consumer Discretionary
HASI,Real Estate
HAYN,
HAYW,Technology
HBAN,Finance
HBANM,Finance
HBANP,Finance
HBB,
HBCP,Finance
HBI,Consumer Discretionary
HBIO,Industrials
HBM,
HBNC,Finance
HBT,Finance
HCA,Health Care
HCAR,Industrials
HCARU,Industrials
HCARW,Industrials
HCAT,Health Care
HCC,
HCCI,Utilities
HCDI,Real Estate
HCDIP,Real Estate
HCDIZ,Real Estate
HCI,Finance
HCIC,Industrials
HCICU,Industrials
HCICW,Industrials
HCIIU,Industrials
HCIIW,Industrials
HCKT,Technology
HCM,Health Care
HCMA,
HCMAU,
HCMAW,
HCNE,Industrials
HCNEU,Industrials
HCNEW,Industrials
HCP,Technology
HCSG,Health Care
HCTI,Technology
HCVI,Industrials
HCVIU,Industrials
HCVIW,Industrials
HCWB,Health Care
HCXY,Finance
HD,Consumer Discretionary
HDB,Finance
HDSN,Industrials
HE,Utilities
HEAR,Consumer Staples
HEES,Consumer Discretionary
HEI,Industrials
HEI/A,
HELE,Consumer Discretionary
HEP,
HEPA,Health Care
HEPS,
HEQ,Finance
HERA,
HERAU,
HERAW,Finance
HES,Energy
HESM,Energy
HEXO,
HFBL,Finance
HFFG,Consumer Discretionary
HFRO,Finance
HFRO^A,
HFWA,Finance
HGBL,Finance
HGEN,Health Care
HGLB,Finance
HGTY,Finance
HGV,Consumer Discretionary
HHC,Real Estate
HHGCW,
HHLA,Finance
HHS,Consumer Discretionary
HI,Consumer Discretionary
HIBB,Consumer Discretionary
HIE,Finance
HIFS,Finance
HIG,Finance
HIG^G,
HIGA,Finance
HIHO,Industrials
HII,Industrials
HIII,Industrials
HIIIU,Industrials
HIIIW,Industrials
HIL,Consumer Discretionary
HILS,Health Care
HIMS,Consumer Discretionary
HIMX,Technology
HIO,Finance
HIPO,
HITI,
HIVE,
HIW,Real Estate
HIX,Finance
HKD,
HL,Basic Materials
HL^B,
HLAH,Industrials
HLAHU,Industrials
HLBZ,Consumer Discretionary
HLBZW,Consumer Discretionary
HLF,Health Care
HLG,Real Estate
HLGN,Utilities
HLI,Finance
HLIO,Industrials
HLIT,Technology
HLLY,Consumer Discretionary
HLMN,Industrials
HLNE,Finance
HLT,Consumer Discretionary
HLTH,Technology
HLVX,Health Care
HLX,Energy
HMC,Consumer Discretionary
HMCO,Industrials
HMCOU,Industrials
HMCOW,Industrials
HMLP,Consumer Discretionary
HMLP^A,
HMN,Finance
HMNF,Finance
HMPT,Finance
HMST,Finance
HMTV,Telecommunications
HMY,Basic Materials
HNGR,Health Care
HNI,Consumer Discretionary
HNNA,Finance
HNNAZ,
HNRA,Industrials
HNRG,Energy
HNST,Consumer Discretionary
HNVR,Finance
HNW,Finance
HOFT,Consumer Discretionary
HOFV,Consumer Discretionary
HOFVW,Consumer Discretionary
HOG,Consumer Discretionary
HOLI,Industrials
HOLX,Health Care
HOMB,Finance
HON,Industrials
HONE,Finance
HOOD,Technology
HOOK,Health Care
HOPE,Finance
HORI,
HORIU,
HOTH,Consumer Discretionary
HOUR,Miscellaneous
HOUS,Finance
HOV,Consumer Discretionary
HOVNP,Consumer Discretionary
HOWL,Health Care
HP,Energy
HPE,Telecommunications
HPF,Finance
HPI,Finance
HPK,Energy
HPKEW,Energy
HPLT,Industrials
HPP,Real Estate
HPP^C,
HPQ,Technology
HPS,Finance
HPX,Finance
HQH,Finance
HQI,Consumer Discretionary
HQL,Finance
HQY,Health Care
HR,Real Estate
HRB,Consumer Discretionary
HRI,Consumer Discretionary
HRL,Consumer Staples
HRMY,Health Care
HROW,Health Care
HROWL,
HRT,
HRTG,Finance
HRTX,Consumer Discretionary
HRZN,Finance
HSAQ,Finance
HSBC,Finance
HSC,Industrials
HSCS,Health Care
HSCSW,Health Care
HSDT,Health Care
HSIC,Health Care
HSII,Consumer Discretionary
HSKA,Health Care
HSON,Consumer Discretionary
HST,Real Estate
HSTM,Consumer Discretionary
HSTO,Consumer Discretionary
HSY,Consumer Staples
HT,Real Estate
HT^C,
HT^D,
HT^E,
HTA,Real Estate
HTAQ,
HTBI,Finance
HTBK,Finance
HTCR,Technology
HTD,Finance
HTFC,Finance
HTGC,Finance
HTGM,Industrials
HTH,Finance
HTHT,Consumer Discretionary
HTIA,Real Estate
HTIBP,Real Estate
HTLD,Industrials
HTLF,Finance
HTLFP,Finance
HTOO,Utilities
HTOOW,Utilities
HTPA,Finance
HTY,Finance
HTZ,Consumer Discretionary
HTZWW,Consumer Discretionary
HUBB,Technology
HUBG,Consumer Discretionary
HUBS,Technology
HUDI,Industrials
HUGE,
HUGS,Industrials
HUIZ,Finance
HUM,Health Care
HUMA,Health Care
HUMAW,Health Care
HUN,Industrials
HURC,Industrials
HURN,Consumer Discretionary
HUSA,Energy
HUT,
HUYA,Industrials
HVBC,Finance
HVT,Consumer Discretionary
HVT/A,
HWBK,Finance
HWC,Finance
HWCPZ,Finance
HWEL,Industrials
HWELW,Industrials
HWKN,Industrials
HWM,Industrials
HWM^,
HXL,Industrials
HY,Industrials
HYB,Finance
HYFM,Industrials
HYI,Finance
HYLN,Consumer Discretionary
HYMC,Basic Materials
HYMCL,Basic Materials
HYMCW,Basic Materials
HYMCZ,Basic Materials
HYPR,Health Care
HYRE,Consumer Discretionary
HYT,Finance
HYW,Finance
HYZN,Consumer Discretionary
HYZNW,Consumer Discretionary
HZN,Consumer Discretionary
HZNP,Health Care
HZO,Consumer Discretionary
HZON,Finance
IAA,Consumer Discretionary
IAC,Consumer Discretionary
IACC,
IAE,Finance
IAF,Finance
IAG,
IART,Health Care
IAS,Consumer Discretionary
IAUX,
IBA,Consumer Staples
IBCP,Finance
IBER,
IBEX,Technology
IBIO,Health Care
IBKR,Finance
IBM,Technology
IBN,Finance
IBOC,Finance
IBP,Consumer Discretionary
IBRX,Health Care
IBTX,Finance
ICAD,Health Care
ICCC,Health Care
ICCH,Finance
ICCM,
ICD,Energy
ICE,Finance
ICFI,Consumer Discretionary
ICHR,Technology
ICL,Industrials
ICLK,Technology
ICLR,Health Care
ICMB,Finance
ICNC,
ICPT,Health Care
ICR^A,
ICUI,Health Care
ICVX,Health Care
ID,Miscellaneous
IDA,Utilities
IDAI,Technology
IDBA,Technology
IDCC,Telecommunications
IDE,Finance
IDEX,Consumer Discretionary
IDN,Technology
IDR,Basic Materials
IDRA,Health Care
IDT,Telecommunications
IDW,Consumer Discretionary
IDXX,Health Care
IDYA,Health Care
IE,Technology
IEA,Industrials
IEAWW,Industrials
IEP,Industrials
IESC,Industrials
IEX,Industrials
IFBD,
IFF,Industrials
IFIN,
IFN,Finance
IFRX,Health Care
IFS,Finance
IGA,Finance
IGAC,Industrials
IGACU,Industrials
IGACW,Industrials
IGC,Consumer Discretionary
IGD,Finance
IGI,Finance
IGIC,Finance
IGICW,Finance
IGMS,Health Care
IGNY,Industrials
IGNYW,Industrials
IGR,Finance
IGT,Consumer Discretionary
IGTA,Industrials
IGTAU,Industrials
IGTAW,Industrials
IH,Real Estate
IHD,Finance
IHG,Consumer Discretionary
IHIT,Finance
IHRT,Consumer Discretionary
IHS,
IHT,Real Estate
IHTA,Finance
IIF,Finance
III,Technology
IIII,Industrials
IIIIU,Industrials
IIIN,
IIIV,Technology
IIM,Finance
IINN,Health Care
IINNW,Health Care
IIPR,Real Estate
IIPR^A,
IIVI,Industrials
IIVIP,Industrials
IKNA,Health Care
IKT,Health Care
ILAG,
ILMN,Health Care
ILPT,Real Estate
IMAB,Health Care
IMAC,Health Care
IMACW,Health Care
IMAQ,Industrials
IMAQR,
IMAQU,Industrials
IMAQW,Industrials
IMAX,
IMBI,Consumer Discretionary
IMBIL,
IMCC,
IMCR,Health Care
IMGN,Health Care
IMGO,Health Care
IMH,Finance
IMKTA,Consumer Staples
IMMP,Health Care
IMMR,Technology
IMMX,Consumer Discretionary
IMNM,Consumer Discretionary
IMO,
IMOS,Technology
IMPL,Health Care
IMPP,
IMPPP,
IMPX,Finance
IMRA,Health Care
IMRN,Health Care
IMRX,Health Care
IMTE,Consumer Staples
IMTX,Health Care
IMUX,Health Care
IMV,
IMVT,Health Care
IMXI,Technology
INAB,Health Care
INBK,Finance
INBKZ,Finance
INBX,Health Care
INCR,
INCY,Health Care
INDB,Finance
INDI,Technology
INDIW,Technology
INDO,Energy
INDP,Health Care
INDT,Finance
INFA,Technology
INFI,Health Care
INFN,Utilities
INFU,Health Care
INFY,Technology
ING,Finance
INGN,Health Care
INGR,Consumer Staples
INKA,Industrials
INKAW,Industrials
INKT,Consumer Discretionary
INM,
INMB,Health Care
INMD,Health Care
INN,Real Estate
INN^E,
INN^F,
INNV,Health Care
INO,Health Care
INOD,Technology
INPX,Technology
INSE,Technology
INSG,Telecommunications
INSI,Finance
INSM,Health Care
INSP,Health Care
INST,Technology
INSW,Technology
INSW^A,
INT,Energy
INTA,Technology
INTC,Technology
INTE,Industrials
INTEW,Industrials
INTG,Consumer Discretionary
INTR,
INTT,Technology
INTU,Technology
INTZ,Technology
INUV,Consumer Discretionary
INVA,Health Care
INVE,Technology
INVH,Real Estate
INVO,Health Care
INVZ,Consumer Discretionary
INVZW,Consumer Discretionary
INZY,Health Care
IOAC,
IOACW,
IOBT,Health Care
IONM,Health Care
IONQ,Industrials
IONR,
IONS,Health Care
IOR,Finance
IOSP,Industrials
IOT,Technology
IOVA,Health Care
IP,Industrials
IPA,
IPAR,Consumer Discretionary
IPAX,
IPAXW,
IPDN,Technology
IPG,Consumer Discretionary
IPGP,Technology
IPHA,Health Care
IPI,Industrials
IPOD,Finance
IPOF,Finance
IPSC,Consumer Discretionary
IPVA,Industrials
IPVF,Industrials
IPVI,Industrials
IPVIU,Industrials
IPVIW,Industrials
IPW,Consumer Discretionary
IPWR,Industrials
IPX,
IQ,Technology
IQI,Finance
IQMD,Industrials
IQMDU,Industrials
IQMDW,Industrials
IQV,Health Care
IR,Industrials
IRBT,
IRDM,Consumer Discretionary
IREN,
IRIX,Health Care
IRL,Finance
IRM,Real Estate
IRMD,Health Care
IRNT,Technology
IROQ,Finance
IRRX,Industrials
IRS,Real Estate
IRT,Real Estate
IRTC,Health Care
IRWD,Health Care
IS,
ISAA,Industrials
ISD,Finance
ISDR,Technology
ISEE,Health Care
ISIG,Consumer Discretionary
ISLE,Industrials
ISO,Health Care
ISPC,Health Care
ISPO,Consumer Discretionary
ISPOW,Consumer Discretionary
ISR,Health Care
ISRG,Health Care
ISSC,Industrials
ISTR,Finance
ISUN,Technology
IT,Finance
ITAQ,Industrials
ITCB,Finance
ITCI,Health Care
ITGR,Health Care
ITHX,Finance
ITHXU,Finance
ITHXW,Finance
ITI,Telecommunications
ITIC,Finance
ITOS,Consumer Discretionary
ITP,Basic Materials
ITQ,Finance
ITQRU,Finance
ITRG,
ITRI,Industrials
ITRM,Health Care
ITRN,Technology
ITT,Industrials
ITUB,Finance
ITW,Industrials
IVA,Consumer Discretionary
IVAC,
IVC,Health Care
IVCA,
IVCAU,
IVCAW,
IVCB,
IVCBU,
IVCP,
IVCPU,
IVDA,Technology
IVDAW,Technology
IVH,Finance
IVR,Real Estate
IVR^B,
IVR^C,
IVT,Real Estate
IVZ,Finance
IX,Finance
IXAQ,
IXAQW,
IXHL,
IZEA,Consumer Discretionary
J,Industrials
JACK,Consumer Discretionary
JAGX,Health Care
JAKK,Consumer Discretionary
JAMF,Technology
JAN,Utilities
JANX,Health Care
JAQC,Industrials
JATT,
JAZZ,Health Care
JBGS,Real Estate
JBHT,Industrials
JBI,
JBL,Technology
JBLU,Consumer Discretionary
JBSS,Consumer Staples
JBT,Industrials
JCE,Finance
JCI,Consumer Discretionary
JCIC,Finance
JCICU,Finance
JCICW,Finance
JCSE,
JCTCF,
JD,Consumer Discretionary
JEF,Finance
JELD,
JEMD,Finance
JEQ,Finance
JFIN,Finance
JFR,Finance
JFU,Finance
JG,Technology
JGGC,
JGGCR,
JGGCU,
JGH,Finance
JHAA,Finance
JHG,Finance
JHI,Finance
JHS,Finance
JHX,Industrials
JILL,Consumer Discretionary
JJSF,Consumer Staples
JKHY,Technology
JKS,Technology
JLL,Finance
JLS,Finance
JMAC,Industrials
JMACW,Industrials
JMIA,Consumer Discretionary
JMM,Finance
JMSB,Finance
JNCE,Health Care
JNJ,Health Care
JNPR,Technology
JOAN,Consumer Discretionary
JOB,Consumer Discretionary
JOBY,Consumer Discretionary
JOE,Real Estate
JOF,Finance
JOFF,Industrials
JOFFU,Industrials
JOFFW,Industrials
JOUT,Consumer Discretionary
JPC,Finance
JPI,Finance
JPM,Finance
JPM^C,
JPM^D,
JPM^J,
JPM^K,
JPM^L,
JPM^M,
JPS,Finance
JPT,Finance
JQC,Finance
JRI,Finance
JRO,Finance
JRS,Finance
JRSH,Consumer Discretionary
JRVR,Finance
JSD,Finance
JSM,Finance
JSPR,Health Care
JSPRW,Health Care
JT,Technology
JUGG,
JUGGU,
JUGGW,
JUN,Industrials
JUPW,Health Care
JUPWW,Health Care
JVA,Consumer Staples
JWAC,Industrials
JWACR,
JWEL,Consumer Discretionary
JWN,Consumer Discretionary
JWSM,Finance
JXN,Finance
JYNT,
JZXN,Consumer Discretionary
K,Consumer Staples
KACL,
KACLU,
KACLW,
KAHC,Industrials
KAI,Technology
KAII,Finance
KAIIU,Finance
KAIRU,Finance
KAIRW,Finance
KAL,
KALA,Health Care
KALU,Industrials
KALV,Health Care
KALWW,
KAMN,Industrials
KAR,
KARO,Technology
KAVL,Consumer Discretionary
KB,Finance
KBAL,Consumer Discretionary
KBH,Consumer Discretionary
KBNT,Technology
KBNTW,Technology
KBR,Industrials
KC,Technology
KCGI,
KD,Technology
KDNY,Health Care
KDP,Consumer Staples
KE,Technology
KELYA,Consumer Discretionary
KELYB,Consumer Discretionary
KEN,Utilities
KEP,Industrials
KEQU,Industrials
KERN,Health Care
KERNW,Health Care
KEX,Consumer Discretionary
KEY,Finance
KEY^I,
KEY^J,
KEY^K,
KEYS,Industrials
KF,Finance
KFFB,Finance
KFRC,Consumer Discretionary
KFS,
KFY,Consumer Discretionary
KGC,
KHC,Consumer Staples
KIDS,Health Care
KIII,Finance
KIIIU,Finance
KIIIW,Finance
KIM,Real Estate
KIM^L,
KIM^M,
KIND,Consumer Discretionary
KINS,Finance
KINZ,Industrials
KINZU,Industrials
KINZW,Industrials
KIO,Finance
KIQ,
KIRK,Miscellaneous
KKR,Finance
KKR^C,
KKRS,
KLAC,Technology
KLAQ,Industrials
KLAQU,Industrials
KLIC,Technology
KLR,Technology
KLTR,Technology
KLXE,Energy
KMB,Consumer Discretionary
KMDA,Health Care
KMF,Finance
KMI,Utilities
KMPB,
KMPH,Health Care
KMPR,Finance
KMT,Industrials
KMX,Consumer Discretionary
KN,Telecommunications
KNBE,Technology
KNDI,Consumer Discretionary
KNOP,Consumer Discretionary
KNSA,Health Care
KNSL,Finance
KNSW,Industrials
KNTE,Health Care
KNTK,Energy
KNX,Industrials
KO,Consumer Staples
KOD,Health Care
KODK,Consumer Discretionary
KOF,Consumer Staples
KOP,Industrials
KOPN,Technology
KORE,Consumer Discretionary
KOS,Energy
KOSS,Consumer Staples
KPLT,Technology
KPLTW,Technology
KPRX,Health Care
KPTI,Miscellaneous
KR,Consumer Staples
KRBP,Consumer Discretionary
KRC,Real Estate
KREF,Real Estate
KREF^A,
KRG,Real Estate
KRKR,Consumer Discretionary
KRMD,Health Care
KRNL,Finance
KRNLU,Finance
KRNLW,Finance
KRNT,Industrials
KRNY,Finance
KRO,Industrials
KRON,Consumer Discretionary
KROS,Consumer Discretionary
KRP,Energy
KRT,Industrials
KRTX,Health Care
KRUS,Consumer Discretionary
KRYS,Health Care
KSCP,Technology
KSI,Industrials
KSICU,Industrials
KSM,Finance
KSPN,Technology
KSS,Consumer Discretionary
KT,Telecommunications
KTB,
KTCC,Technology
KTF,Finance
KTH,Finance
KTN,
KTOS,Consumer Discretionary
KTRA,Health Care
KTTA,Health Care
KTTAW,Health Care
KUKE,Real Estate
KULR,
KURA,Health Care
KVHI,Technology
KVSA,Industrials
KVSC,Industrials
KW,Real Estate
KWR,Industrials
KXIN,Finance
KYCH,
KYCHR,
KYCHU,
KYMR,Consumer Discretionary
KYN,Finance
KZIA,Health Care
KZR,Health Care
L,Finance
LAAA,
LAAAW,
LAB,Industrials
LABP,Consumer Discretionary
LAC,
LAD,Consumer Discretionary
LADR,Real Estate
LAKE,
LAMR,Real Estate
LANC,Consumer Staples
LAND,Real Estate
LANDM,Real Estate
LANDO,Real Estate
LARK,Finance
LASR,Technology
LATG,
LATGU,
LATGW,
LAUR,Consumer Discretionary
LAW,Technology
LAX,
LAZ,Finance
LAZR,Consumer Discretionary
LAZY,Consumer Discretionary
LBAI,Finance
LBBBU,
LBC,Finance
