"","symbol","Alpha","performance","LMT_std","mean","period","interest_mean","unemp_mean","sector"
"649","SLB",0.0136,0,14.2,-1.64,"2007",1.5,6.7,"Energy"
"650","STX",0.0291,1,21.78,-2.04,"2007",1.5,6.7,"Technology"
"651","SEE",0.0383,1,15.45,0.07,"2007",1.5,6.7,"Industrials"
"652","SRE",0.0083,0,7.64,-0.52,"2007",1.5,6.7,"Utilities"
"653","SHW",0.014,0,9.51,-0.1,"2007",1.5,6.7,"Consumer Discretionary"
"654","SIG",0.0834,1,23.59,2.1,"2007",1.5,6.7,"Consumer Discretionary"
"655","SPG",0.0274,1,17.58,-1.48,"2007",1.5,6.7,"Real Estate"
"656","SWKS",0.0411,1,17.74,2.1,"2007",1.5,6.7,"Technology"
"657","SLG",0.0348,1,27.85,-3.22,"2007",1.5,6.7,"Real Estate"
"658","SNA",0.0247,1,14.9,-1.28,"2007",1.5,6.7,"Consumer Discretionary"
"659","SO",0.0043,0,5.63,-0.36,"2007",1.5,6.7,"Utilities"
"660","LUV",-0.0076,0,11.25,-3.07,"2007",1.5,6.7,"Consumer Discretionary"
"661","SWK",0.0149,0,11.14,-1.22,"2007",1.5,6.7,"Consumer Discretionary"
"662","SBUX",0.0129,0,13.35,-1.45,"2007",1.5,6.7,"Consumer Discretionary"
"663","STT",0.0226,0,16.5,-0.97,"2007",1.5,6.7,"Finance"
"664","SRCL",0.0012,0,6.45,-0.48,"2007",1.5,6.7,"Utilities"
"665","SYK",-0.0046,0,9.73,-2.5,"2007",1.5,6.7,"Health Care"
"666","SNPS",0.0069,0,9.21,-0.62,"2007",1.5,6.7,"Technology"
"667","SYY",0.0021,0,6.64,-1.37,"2007",1.5,6.7,"Consumer Discretionary"
"668","TROW",0.0388,1,15.56,-0.54,"2007",1.5,6.7,"Finance"
"669","TPR",0.0422,1,17.98,-0.16,"2007",1.5,6.7,"Consumer Discretionary"
"670","TGT",0.0135,0,11.93,-1.34,"2007",1.5,6.7,"Consumer Discretionary"
"671","TEL",0.0337,1,19.5,-1.76,"2007",1.5,6.7,"Technology"
"672","FTI",0.0186,0,15.81,-0.62,"2007",1.5,6.7,"Industrials"
"673","TXN",0.0081,0,9.77,-1.43,"2007",1.5,6.7,"Technology"
"674","TXT",0.0019,0,27.34,-6.56,"2007",1.5,6.7,"Industrials"
"675","BK",-0.0029,0,9.66,-1.85,"2007",1.5,6.7,"Finance"
"676","CLX",0.0054,0,6.39,-0.26,"2007",1.5,6.7,"Consumer Discretionary"
"677","COO",0.0182,0,17.52,-0.92,"2007",1.5,6.7,"Health Care"
"678","HSY",0.0073,0,6.83,0.02,"2007",1.5,6.7,"Consumer Staples"
"679","MOS",0.0248,1,21.5,0.03,"2007",1.5,6.7,"Industrials"
"680","TRV",0.0042,0,6.73,-0.92,"2007",1.5,6.7,"Finance"
"681","DIS",0.0153,0,9.82,-1.15,"2007",1.5,6.7,"Consumer Discretionary"
"682","TMO",0.0032,0,8.89,-1.23,"2007",1.5,6.7,"Industrials"
"683","TJX",0.0243,1,9.34,1.02,"2007",1.5,6.7,"Consumer Discretionary"
"684","TSCO",0.0187,0,11.33,0.63,"2007",1.5,6.7,"Consumer Discretionary"
"685","TDG",1e-04,0,10.21,-1,"2007",1.5,6.7,"Industrials"
"686","TSN",0.0429,1,15.48,0.59,"2007",1.5,6.7,"Consumer Staples"
"687","USB",0.0068,0,13.61,-1.67,"2007",1.5,6.7,"Finance"
"688","UDR",0.0105,0,14.65,-1.98,"2007",1.5,6.7,"Real Estate"
"689","ULTA",0.0131,0,20.35,-2.45,"2007",1.5,6.7,"Consumer Discretionary"
"690","UAA",0.013,0,16.92,-2.71,"2007",1.5,6.7,"Consumer Discretionary"
"691","UNP",0.0247,1,11.2,-0.19,"2007",1.5,6.7,"Industrials"
"692","UAL",-0.0799,0,31.7,-7.23,"2007",1.5,6.7,"Consumer Discretionary"
"693","UNH",-0.0019,0,14.99,-2.86,"2007",1.5,6.7,"Health Care"
"694","UPS",0.0047,0,9.28,-1.26,"2007",1.5,6.7,"Consumer Discretionary"
"695","URI",-0.0015,0,21.6,-4.25,"2007",1.5,6.7,"Consumer Discretionary"
"696","UHS",0.0337,1,12.02,0.58,"2007",1.5,6.7,"Health Care"
"697","UNM",0.041,1,17.67,-0.55,"2007",1.5,6.7,"Finance"
"698","VFC",0.0088,0,9.06,-0.75,"2007",1.5,6.7,"Consumer Discretionary"
"699","VLO",-0.0321,0,14.51,-5.73,"2007",1.5,6.7,"Energy"
"700","VTR",0.041,1,18.92,0.21,"2007",1.5,6.7,"Real Estate"
"701","VRSN",-0.0186,0,10.18,-3.35,"2007",1.5,6.7,"Technology"
"702","VZ",0.001,0,6.34,-1.04,"2007",1.5,6.7,"Telecommunications"
"703","VRTX",0.0406,1,16.34,3.16,"2007",1.5,6.7,"Health Care"
"704","V",0.0304,1,12.88,1.45,"2007",1.5,6.7,"Consumer Discretionary"
"705","VNO",0.0231,0,17.06,-1.78,"2007",1.5,6.7,"Real Estate"
"706","VMC",0.0034,0,13.9,-2.36,"2007",1.5,6.7,"Basic Materials"
"707","WMT",0.0107,0,5.78,0.43,"2007",1.5,6.7,"Consumer Discretionary"
"708","WBA",0.0154,0,9.85,-0.46,"2007",1.5,6.7,"Consumer Staples"
"709","WM",0.0056,0,6.51,-0.49,"2007",1.5,6.7,"Utilities"
"710","WAT",0.0093,0,12.24,-1.46,"2007",1.5,6.7,"Health Care"
"711","WEC",0.0018,0,4.64,-0.49,"2007",1.5,6.7,"Utilities"
"712","WFC",0.0474,1,20.35,0.96,"2007",1.5,6.7,"Finance"
"713","WDC",0.0502,1,19.35,1.47,"2007",1.5,6.7,"Technology"
"714","WU",0.0331,1,14.65,-0.59,"2007",1.5,6.7,"Consumer Discretionary"
"715","WY",-0.0016,0,14.02,-3.12,"2007",1.5,6.7,"Real Estate"
"716","WHR",0.0453,1,21.59,-0.7,"2007",1.5,6.7,"Consumer Discretionary"
"717","WMB",-0.0045,0,13.79,-3.05,"2007",1.5,6.7,"Utilities"
"718","WYNN",0.0257,1,27.89,-3.16,"2007",1.5,6.7,"Consumer Discretionary"
"719","XEL",0.0029,0,5.54,-0.56,"2007",1.5,6.7,"Utilities"
"720","XRX",-0.0036,0,14.26,-3.61,"2007",1.5,6.7,"Technology"
"721","YUM",0.0241,1,9.52,0.05,"2007",1.5,6.7,"Consumer Discretionary"
"722","ZBH",0.009,0,11.4,-1.49,"2007",1.5,6.7,"Health Care"
"723","ZION",-0.0354,0,20.47,-5.27,"2007",1.5,6.7,"Finance"
"724","MMM",-0.0115,0,7.76,-0.74,"2020",0.5,8.6,"Industrials"
"725","AOS",0.0146,1,8.37,1.8,"2020",0.5,8.6,"Industrials"
"726","ABT",0.0216,1,8.67,2.6,"2020",0.5,8.6,"Health Care"
"727","ABBV",0.001,0,8.68,0.45,"2020",0.5,8.6,"Health Care"
"728","ACN",0.0062,0,9.06,1.22,"2020",0.5,8.6,"Technology"
"729","ATVI",0.036,1,5.29,3.82,"2020",0.5,8.6,"Consumer Discretionary"
"730","AYI",-0.0352,0,10.63,-2.97,"2020",0.5,8.6,"Consumer Discretionary"
"731","ADBE",0.0414,1,8.18,4.61,"2020",0.5,8.6,"Technology"
"732","AAP",-8e-04,0,17.1,0.88,"2020",0.5,8.6,"Consumer Discretionary"
"733","AMD",0.0629,1,17.53,6.96,"2020",0.5,8.6,"Technology"
"734","AES",-0.0074,0,12.26,-0.21,"2020",0.5,8.6,"Utilities"
"735","AMG",-0.0224,0,11.43,-1.68,"2020",0.5,8.6,"Finance"
"736","AFL",-0.0422,0,9.06,-3.65,"2020",0.5,8.6,"Finance"
"737","A",0.0161,1,7.44,2.01,"2020",0.5,8.6,"Industrials"
"738","APD",0.0268,1,8.88,3.18,"2020",0.5,8.6,"Industrials"
"739","AKAM",0.0263,1,5.39,2.81,"2020",0.5,8.6,"Consumer Discretionary"
"740","ALK",-0.0587,0,18.3,-4.74,"2020",0.5,8.6,"Consumer Discretionary"
"741","ALB",0.0255,1,15.08,3.3,"2020",0.5,8.6,"Industrials"
"742","ARE",0.001,0,8.1,0.52,"2020",0.5,8.6,"Real Estate"
"743","ALGN",0.0147,1,14.53,2.3,"2020",0.5,8.6,"Health Care"
"744","ALLE",-0.0264,0,8.76,-2.1,"2020",0.5,8.6,"Consumer Discretionary"
"745","LNT",-0.0033,0,8.35,0,"2020",0.5,8.6,"Utilities"
"746","ALL",-0.0204,0,7.25,-1.66,"2020",0.5,8.6,"Finance"
"747","GOOGL",0.0055,0,9.61,1.18,"2020",0.5,8.6,"Technology"
"748","GOOG",0.0059,0,9.68,1.22,"2020",0.5,8.6,"Technology"
"749","MO",-0.0208,0,7.05,-1.76,"2020",0.5,8.6,"Consumer Discretionary"
"750","AMZN",0.0573,1,11.17,6.29,"2020",0.5,8.6,"Consumer Discretionary"
"751","AEE",0.0064,0,6.68,0.83,"2020",0.5,8.6,"Utilities"
"752","AAL",-0.0814,0,19.44,-7.31,"2020",0.5,8.6,"Consumer Discretionary"
"753","AEP",-0.0124,0,9.05,-0.95,"2020",0.5,8.6,"Utilities"
"754","AXP",-0.0277,0,10.36,-2.14,"2020",0.5,8.6,"Finance"
"755","AIG",-0.0581,0,16.94,-4.94,"2020",0.5,8.6,"Finance"
"756","AMT",0.0059,0,5.21,0.82,"2020",0.5,8.6,"Finance"
"757","AWK",0.0219,1,7.66,2.39,"2020",0.5,8.6,"Utilities"
"758","AMP",-0.0091,0,14.63,-0.07,"2020",0.5,8.6,"Finance"
"759","ABC",0.016,1,3.42,1.57,"2020",0.5,8.6,"Health Care"
"760","AME",-0.0023,0,10.29,0.44,"2020",0.5,8.6,"Consumer Discretionary"
"761","AMGN",0.0053,0,8.07,0.88,"2020",0.5,8.6,"Health Care"
"762","APH",-7e-04,0,12.27,0.71,"2020",0.5,8.6,"Technology"
"763","ADI",-0.0018,0,11.3,0.38,"2020",0.5,8.6,"Technology"
"764","ANSS",0.0213,1,8.04,2.62,"2020",0.5,8.6,"Technology"
"765","AON",-0.0012,0,9.84,0.33,"2020",0.5,8.6,"Finance"
"766","APA",0.0831,1,82.02,12.54,"2020",0.5,8.6,"Energy"
"767","AIV",-0.0422,0,10.2,-3.66,"2020",0.5,8.6,"Real Estate"
"768","AAPL",0.0479,1,12.84,5.55,"2020",0.5,8.6,"Technology"
"769","AMAT",-0.0034,0,10.44,0.17,"2020",0.5,8.6,"Technology"
"770","APTV",0.003,0,20.89,1.52,"2020",0.5,8.6,"Consumer Discretionary"
"771","ADM",0.0012,0,7.52,0.52,"2020",0.5,8.6,"Consumer Staples"
"772","ARNC",0.0969,1,28.23,21.67,"2020",0.5,8.6,"Consumer Discretionary"
"773","AJG",0.013,1,10.33,1.65,"2020",0.5,8.6,"Finance"
"774","AIZ",-0.01,0,7.54,-0.6,"2020",0.5,8.6,"Finance"
"775","T",-0.0299,0,6.72,-2.56,"2020",0.5,8.6,"Consumer Discretionary"
"776","ADSK",0.0235,1,11.53,3.01,"2020",0.5,8.6,"Technology"
"777","ADP",-0.0225,0,6.9,-1.93,"2020",0.5,8.6,"Consumer Discretionary"
"778","AZO",-0.0039,0,11.73,0.28,"2020",0.5,8.6,"Consumer Discretionary"
"779","AVB",-0.0344,0,10.31,-2.84,"2020",0.5,8.6,"Real Estate"
"780","AVY",-0.0034,0,7.39,0.01,"2020",0.5,8.6,"Miscellaneous"
"781","BAC",-0.0433,0,11.23,-3.58,"2020",0.5,8.6,"Finance"
"782","BAX",-0.0096,0,5.57,-0.68,"2020",0.5,8.6,"Health Care"
"783","BDX",-0.0185,0,10.17,-1.52,"2020",0.5,8.6,"Health Care"
"784","BBY",0.0298,1,16.72,4.06,"2020",0.5,8.6,"Consumer Discretionary"
"785","BIIB",4e-04,0,8.26,-0.15,"2020",0.5,8.6,"Health Care"
"786","BLK",0.0099,1,7.76,1.46,"2020",0.5,8.6,"Finance"
"787","HRB",-0.0313,0,14.81,-2.43,"2020",0.5,8.6,"Consumer Discretionary"
"788","BA",-0.0627,0,19.38,-5.5,"2020",0.5,8.6,"Industrials"
"789","BWA",-0.0122,0,15.03,-0.37,"2020",0.5,8.6,"Consumer Discretionary"
"790","BXP",-0.0521,0,10.93,-4.7,"2020",0.5,8.6,"Real Estate"
"791","BSX",-0.022,0,9.96,-1.57,"2020",0.5,8.6,"Health Care"
"792","BHF",-0.0407,0,13.99,-3.26,"2020",0.5,8.6,"Finance"
"793","BMY",-0.0065,0,5.31,-0.32,"2020",0.5,8.6,"Health Care"
"794","AVGO",0.0163,1,9.45,2.17,"2020",0.5,8.6,"Technology"
"795","CHRW",0.0343,1,8.81,3.78,"2020",0.5,8.6,"Consumer Discretionary"
"796","CDNS",0.0431,1,9.86,4.86,"2020",0.5,8.6,"Technology"
"797","CPB",3e-04,0,5.68,0.28,"2020",0.5,8.6,"Consumer Staples"
"798","COF",-0.0329,0,19.11,-2.14,"2020",0.5,8.6,"Finance"
"799","CAH",-0.0052,0,6.34,-0.34,"2020",0.5,8.6,"Health Care"
"800","KMX",0.0126,1,21.4,2.64,"2020",0.5,8.6,"Consumer Discretionary"
"801","CCL",-0.1027,0,24.54,-8.81,"2020",0.5,8.6,"Consumer Discretionary"
"802","CAT",-3e-04,0,6.68,0.23,"2020",0.5,8.6,"Industrials"
"803","CBOE",-0.0352,0,10.47,-2.96,"2020",0.5,8.6,"Finance"
"804","CNC",-0.009,0,9.16,-0.75,"2020",0.5,8.6,"Health Care"
"805","CNP",-0.0342,0,13.23,-2.59,"2020",0.5,8.6,"Utilities"
"806","CF",-0.0446,0,11.74,-3.81,"2020",0.5,8.6,"Industrials"
"807","SCHW",-0.0327,0,8.95,-2.74,"2020",0.5,8.6,"Finance"
"808","CHTR",0.026,1,8.98,3.11,"2020",0.5,8.6,"Consumer Discretionary"
"809","CVX",-0.0524,0,14.08,-4.38,"2020",0.5,8.6,"Energy"
"810","CMG",0.043,1,14.96,5.3,"2020",0.5,8.6,"Consumer Discretionary"
"811","CB",-0.0316,0,9.52,-2.74,"2020",0.5,8.6,"Finance"
"812","CHD",0.0323,1,9.83,3.68,"2020",0.5,8.6,"Consumer Discretionary"
"813","CI",-0.0252,0,5.97,-2.27,"2020",0.5,8.6,"Health Care"
"814","CINF",-0.0271,0,12.53,-2.4,"2020",0.5,8.6,"Finance"
"815","CTAS",0.0264,1,17.32,3.74,"2020",0.5,8.6,"Consumer Discretionary"
"816","CSCO",-0.0215,0,8.55,-1.85,"2020",0.5,8.6,"Telecommunications"
"817","C",-0.0654,0,14.58,-5.6,"2020",0.5,8.6,"Finance"
"818","CFG",-0.044,0,17.32,-3.31,"2020",0.5,8.6,"Finance"
"819","CTXS",0.0352,1,14.35,3.19,"2020",0.5,8.6,"Technology"
"820","CME",-0.021,0,7.54,-1.73,"2020",0.5,8.6,"Finance"
"821","CMS",0.0022,0,7.06,0.34,"2020",0.5,8.6,"Utilities"
"822","KO",-0.0115,0,7.61,-0.73,"2020",0.5,8.6,"Consumer Staples"
"823","CTSH",0.0155,1,14.49,2.27,"2020",0.5,8.6,"Technology"
"824","CL",0.0133,1,5.5,1.59,"2020",0.5,8.6,"Consumer Discretionary"
"825","CMCSA",0.002,0,7.97,0.68,"2020",0.5,8.6,"Consumer Discretionary"
"826","CMA",-0.0566,0,17.77,-4.59,"2020",0.5,8.6,"Finance"
"827","CAG",0.0091,1,9.91,1.26,"2020",0.5,8.6,"Consumer Staples"
"828","COP",-0.0668,0,19.75,-5.46,"2020",0.5,8.6,"Energy"
"829","ED",-0.011,0,7.45,-1.01,"2020",0.5,8.6,"Utilities"
"830","STZ",-0.0011,0,8.81,0.45,"2020",0.5,8.6,"Consumer Staples"
"831","GLW",0.0099,1,11.54,1.58,"2020",0.5,8.6,"Technology"
"832","COST",0.0209,1,4.9,2.3,"2020",0.5,8.6,"Consumer Discretionary"
"833","COTY",-0.1309,0,20.48,-12.38,"2020",0.5,8.6,"Consumer Discretionary"
"834","CCI",0.0187,1,5.2,2.02,"2020",0.5,8.6,"Real Estate"
"835","CSX",0.0061,0,9.96,1.23,"2020",0.5,8.6,"Industrials"
"836","CMI",0.0203,1,10.31,2.63,"2020",0.5,8.6,"Industrials"
"837","CVS",-0.026,0,6.14,-2.36,"2020",0.5,8.6,"Health Care"
"838","DHI",0.0476,1,20.93,6.06,"2020",0.5,8.6,"Consumer Discretionary"
"839","DHR",0.0336,1,8.74,3.84,"2020",0.5,8.6,"Health Care"
"840","DRI",0.0019,0,22.25,1.45,"2020",0.5,8.6,"Consumer Discretionary"
"841","DVA",0.0117,1,4.72,1.34,"2020",0.5,8.6,"Health Care"
"842","DE",0.0259,1,9.72,3.04,"2020",0.5,8.6,"Industrials"
"843","DAL",-0.0617,0,17.28,-5.47,"2020",0.5,8.6,"Consumer Discretionary"
"844","XRAY",-0.0321,0,9.69,-2.61,"2020",0.5,8.6,"Health Care"
"845","DVN",-0.063,0,36.86,-4.17,"2020",0.5,8.6,"Energy"
"846","DLR",0.031,1,7.79,3.04,"2020",0.5,8.6,"Real Estate"
"847","DFS",-0.0337,0,19.39,-2.25,"2020",0.5,8.6,"Finance"
"848","DISH",-0.0106,0,21.11,0.17,"2020",0.5,8.6,"Consumer Discretionary"
"849","DG",0.0324,1,6.12,3.52,"2020",0.5,8.6,"Consumer Discretionary"
"850","DLTR",-0.0049,0,10.49,-0.01,"2020",0.5,8.6,"Consumer Discretionary"
"851","D",-0.003,0,6.28,-0.02,"2020",0.5,8.6,"Utilities"
"852","DOV",-0.0091,0,9.21,-0.3,"2020",0.5,8.6,"Industrials"
"853","DTE",-0.0116,0,8.82,-0.61,"2020",0.5,8.6,"Utilities"
"854","DUK",-0.007,0,6.72,-0.45,"2020",0.5,8.6,"Utilities"
"855","DRE",0.0098,1,6.98,1.24,"2020",0.5,8.6,"Real Estate"
"856","DXC",-0.0599,0,25.44,-4.48,"2020",0.5,8.6,"Technology"
"857","EMN",0.0033,0,15.63,1.23,"2020",0.5,8.6,"Industrials"
"858","ETN",0.0056,0,7.19,1.01,"2020",0.5,8.6,"Industrials"
"859","EBAY",0.0442,1,13.95,5.14,"2020",0.5,8.6,"Consumer Discretionary"
"860","ECL",0.0043,0,11.34,1.04,"2020",0.5,8.6,"Consumer Discretionary"
"861","EIX",-0.0385,0,7.93,-3.42,"2020",0.5,8.6,"Utilities"
"862","EW",-3e-04,0,9.93,0.54,"2020",0.5,8.6,"Health Care"
"863","EA",0.02,1,7.06,2.37,"2020",0.5,8.6,"Consumer Discretionary"
"864","EMR",-0.0168,0,13.54,-0.8,"2020",0.5,8.6,"Industrials"
"865","ETR",-0.0193,0,10.67,-1.48,"2020",0.5,8.6,"Utilities"
"866","EOG",-0.0789,0,20.78,-6.62,"2020",0.5,8.6,"Energy"
"867","EQT",0.0698,1,41.77,8.4,"2020",0.5,8.6,"Energy"
"868","EFX",0.0116,1,10.5,1.73,"2020",0.5,8.6,"Finance"
"869","EQIX",0.0326,1,5.26,3.36,"2020",0.5,8.6,"Real Estate"
"870","EQR",-0.046,0,7.88,-4.21,"2020",0.5,8.6,"Real Estate"
"871","ESS",-0.042,0,8.91,-3.68,"2020",0.5,8.6,"Real Estate"
"872","EL",0.0032,0,9.31,0.89,"2020",0.5,8.6,"Consumer Discretionary"
"873","RE",-0.0325,0,11.07,-2.81,"2020",0.5,8.6,"Finance"
"874","ES",0.0014,0,6.8,0.4,"2020",0.5,8.6,"Utilities"
"875","EXC",-0.0256,0,6.95,-2.23,"2020",0.5,8.6,"Utilities"
"876","EXPE",-0.0119,0,20.14,0.08,"2020",0.5,8.6,"Consumer Discretionary"
"877","EXPD",0.0169,1,6.3,2.01,"2020",0.5,8.6,"Consumer Discretionary"
"878","EXR",0.0067,0,7.48,0.81,"2020",0.5,8.6,"Real Estate"
"879","XOM",-0.0723,0,13.6,-6.38,"2020",0.5,8.6,"Energy"
"880","FFIV",-0.0135,0,12.83,-0.74,"2020",0.5,8.6,"Technology"
"881","FAST",0.0225,1,9.37,2.81,"2020",0.5,8.6,"Basic Materials"
"882","FRT",-0.0518,0,13.66,-4.46,"2020",0.5,8.6,"Real Estate"
"883","FDX",0.0601,1,13.81,6.55,"2020",0.5,8.6,"Consumer Discretionary"
"884","FIS",0.0058,0,6.8,0.98,"2020",0.5,8.6,"Consumer Discretionary"
"885","FITB",-0.0347,0,17.28,-2.4,"2020",0.5,8.6,"Finance"
"886","FE",-0.0481,0,10.07,-4.66,"2020",0.5,8.6,"Utilities"
"887","FISV",-0.0132,0,7.18,-0.97,"2020",0.5,8.6,"Consumer Discretionary"
"888","FLS",-0.0608,0,16.68,-5.07,"2020",0.5,8.6,"Industrials"
"889","FLR",-0.0524,0,31.54,-3.61,"2020",0.5,8.6,"Industrials"
"890","FMC",0.0054,0,7.13,0.98,"2020",0.5,8.6,"Industrials"
"891","FL",-0.0103,0,15.93,-0.16,"2020",0.5,8.6,"Consumer Discretionary"
"892","F",-0.035,0,14.39,-2.64,"2020",0.5,8.6,"Consumer Discretionary"
"893","FTV",-0.002,0,10.76,0.38,"2020",0.5,8.6,"Industrials"
"894","BEN",-0.0232,0,10.99,-1.66,"2020",0.5,8.6,"Finance"
"895","FCX",0.0249,1,21.07,3.74,"2020",0.5,8.6,"Basic Materials"
"896","GPS",0.0216,1,26.97,3.6,"2020",0.5,8.6,"Consumer Discretionary"
"897","GRMN",-0.0033,0,9,0.21,"2020",0.5,8.6,"Industrials"
"898","IT",-0.0247,0,12.82,-1.64,"2020",0.5,8.6,"Finance"
"899","GD",-0.0265,0,8.26,-2.23,"2020",0.5,8.6,"Industrials"
"900","GE",-0.0682,0,10.66,-6.54,"2020",0.5,8.6,"Consumer Discretionary"
"901","GIS",0.0181,1,6.68,2.03,"2020",0.5,8.6,"Consumer Staples"
"902","GM",-0.0248,0,15.08,-1.65,"2020",0.5,8.6,"Consumer Discretionary"
"903","GPC",-0.0101,0,11.59,-0.31,"2020",0.5,8.6,"Consumer Discretionary"
"904","GILD",0.0019,0,8.16,0.06,"2020",0.5,8.6,"Health Care"
"905","GPN",-0.0054,0,10.45,0.05,"2020",0.5,8.6,"Consumer Discretionary"
"906","GS",-0.0182,0,12.19,-1.02,"2020",0.5,8.6,"Finance"
"907","GT",-0.0647,0,21.16,-5.12,"2020",0.5,8.6,"Consumer Discretionary"
"908","GWW",0.0025,0,9.67,0.81,"2020",0.5,8.6,"Consumer Discretionary"
"909","HAL",-0.042,0,31.82,-2.1,"2020",0.5,8.6,"Energy"
"910","HBI",0.0198,1,20.06,3.15,"2020",0.5,8.6,"Consumer Discretionary"
"911","HOG",-0.0434,0,16.46,-3.33,"2020",0.5,8.6,"Consumer Discretionary"
"912","HIG",-0.0529,0,12.18,-4.54,"2020",0.5,8.6,"Finance"
"913","HAS",-0.0254,0,9.35,-2.13,"2020",0.5,8.6,"Consumer Discretionary"
"914","HCA",-0.0179,0,18.21,-0.75,"2020",0.5,8.6,"Health Care"
"915","HP",-0.0928,0,22.05,-8.04,"2020",0.5,8.6,"Energy"
"916","HSIC",-0.0152,0,11.72,-0.89,"2020",0.5,8.6,"Health Care"
"917","HES",-0.0415,0,22.99,-2.96,"2020",0.5,8.6,"Energy"
"918","HPE",-0.0561,0,8.64,-5.14,"2020",0.5,8.6,"Telecommunications"
"919","HLT",-0.0263,0,14.14,-1.78,"2020",0.5,8.6,"Consumer Discretionary"
"920","HOLX",0.0344,1,20.51,4.46,"2020",0.5,8.6,"Health Care"
"921","HD",0.0239,1,9.58,3.01,"2020",0.5,8.6,"Consumer Discretionary"
"922","HON",-0.0102,0,8.28,-0.52,"2020",0.5,8.6,"Industrials"
"923","HRL",0.0138,1,7.1,1.41,"2020",0.5,8.6,"Consumer Staples"
"924","HST",-0.0569,0,9.86,-5.07,"2020",0.5,8.6,"Real Estate"
"925","HPQ",-0.0051,0,9.84,-0.3,"2020",0.5,8.6,"Technology"
"926","HUM",0.0107,1,9.07,1.52,"2020",0.5,8.6,"Health Care"
"927","HBAN",-0.0488,0,12.45,-4.14,"2020",0.5,8.6,"Finance"
"928","HII",-0.0619,0,9.16,-5.82,"2020",0.5,8.6,"Industrials"
"929","IDXX",0.0412,1,9.27,4.6,"2020",0.5,8.6,"Health Care"
"930","ITW",0.0069,1,8.37,1.24,"2020",0.5,8.6,"Industrials"
"931","ILMN",-0.0063,0,10.87,-0.23,"2020",0.5,8.6,"Health Care"
"932","INCY",0.0043,0,13.64,0.93,"2020",0.5,8.6,"Health Care"
"933","IR",-0.0033,0,12.48,0.42,"2020",0.5,8.6,"Industrials"
"934","INTC",-0.0147,0,10.11,-1.23,"2020",0.5,8.6,"Technology"
"935","ICE",0.007,1,8.88,1.22,"2020",0.5,8.6,"Finance"
"936","IBM",-0.0103,0,8.07,-0.55,"2020",0.5,8.6,"Technology"
"937","IP",-0.0092,0,9.31,-0.49,"2020",0.5,8.6,"Industrials"
"938","IPG",-0.0308,0,8.99,-2.56,"2020",0.5,8.6,"Consumer Discretionary"
"939","IFF",-0.0038,0,12.03,0.27,"2020",0.5,8.6,"Industrials"
"940","INTU",0.0204,1,9.75,2.68,"2020",0.5,8.6,"Technology"
"941","ISRG",0.0162,1,9.71,2.06,"2020",0.5,8.6,"Health Care"
"942","IVZ",-0.0316,0,19.48,-2.61,"2020",0.5,8.6,"Finance"
"943","IQV",-9e-04,0,15.31,0.88,"2020",0.5,8.6,"Health Care"
"944","IRM",-0.0077,0,9.2,-0.26,"2020",0.5,8.6,"Real Estate"
"945","JBHT",0.01,1,10.13,1.53,"2020",0.5,8.6,"Industrials"
"946","SJM",0.0149,1,5.78,1.54,"2020",0.5,8.6,"Consumer Staples"
"947","JNJ",0.0013,0,7.02,0.52,"2020",0.5,8.6,"Health Care"
"948","JCI",0.0014,0,11.94,0.83,"2020",0.5,8.6,"Consumer Discretionary"
"949","JPM",-0.0417,0,9.31,-3.55,"2020",0.5,8.6,"Finance"
"950","JNPR",-0.0116,0,10.26,-0.61,"2020",0.5,8.6,"Technology"
"951","K",-0.0055,0,6.7,-0.21,"2020",0.5,8.6,"Consumer Staples"
"952","KEY",-0.0518,0,13.89,-4.32,"2020",0.5,8.6,"Finance"
"953","KMB",0.0091,1,5.91,1.23,"2020",0.5,8.6,"Consumer Discretionary"
"954","KIM",-0.0465,0,18.33,-3.69,"2020",0.5,8.6,"Real Estate"
"955","KMI",-0.0522,0,10.56,-4.6,"2020",0.5,8.6,"Utilities"
"956","KLAC",0.0064,0,8.54,1.11,"2020",0.5,8.6,"Technology"
"957","KSS",-0.0745,0,24.68,-6,"2020",0.5,8.6,"Consumer Discretionary"
"958","KHC",-0.0024,0,11.92,0.35,"2020",0.5,8.6,"Consumer Staples"
"959","KR",0.021,1,4.69,2.11,"2020",0.5,8.6,"Consumer Staples"
"960","LLL",-0.0037,0,15.64,-0.06,"2020",0.5,8.6,"Consumer Staples"
"961","LH",0.0162,1,16.25,2.4,"2020",0.5,8.6,"Health Care"
"962","LRCX",0.0177,1,11.77,2.18,"2020",0.5,8.6,"Technology"
"963","LEG",-0.0136,0,19.25,-0.27,"2020",0.5,8.6,"Consumer Discretionary"
"964","LEN",0.0485,1,20.15,6.01,"2020",0.5,8.6,"Real Estate"
"965","LLY",0.0149,1,7.54,1.55,"2020",0.5,8.6,"Health Care"
"966","LNC",-0.0594,0,20.98,-4.61,"2020",0.5,8.6,"Finance"
"967","LKQ",-0.0262,0,16.85,-1.52,"2020",0.5,8.6,"Consumer Discretionary"
"968","LMT",-0.0024,0,8.48,0.22,"2020",0.5,8.6,"Industrials"
"969","L",-0.0478,0,8.76,-4.31,"2020",0.5,8.6,"Finance"
"970","LOW",0.0351,1,14.21,4.41,"2020",0.5,8.6,"Consumer Discretionary"
